idx	Train_S	Test_S	All_S	Train_T	Test_T	All_T	Train_T_10	Test_T_10	All_T_10	Other1	Other2
2130	0.9842857	0.9773333	0.9822	0.978	0.978	0.978	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.96755165, 0.8324176]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9503106, 0.8161765]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.996, 0.962, 0.828]	1.3539295	0.032788575
2140	0.97914284	0.97533333	0.978	0.9728571	0.97333336	0.973	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.9380531, 0.8076923]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9254658, 0.7941176]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.998, 0.934, 0.804]	1.261795	0.03488964
2150	0.9917143	0.98466665	0.9896	0.9768571	0.96466666	0.9732	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.99130434, 0.8820059, 0.89835167]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.78881985, 0.875]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.992, 0.852, 0.892]	1.2484789	0.044065475
2160	0.988	0.98333335	0.9866	0.97257143	0.96533334	0.9704	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.88495576, 0.85164833]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8198758, 0.8308824]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.996, 0.864, 0.846]	1.1750107	0.04360819
2170	0.9908571	0.976	0.9864	0.9794286	0.976	0.9784	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.98550725, 0.94690263, 0.8681319]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.91925466, 0.8382353]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.988, 0.938, 0.86]	1.2369938	0.03137207
2180	0.9925714	0.98333335	0.9898	0.9771429	0.97066665	0.9752	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.90855455, 0.88736266]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.83229816, 0.8897059]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.986, 0.884, 0.888]	1.147377	0.044393122
2190	0.99142855	0.982	0.9886	0.9811429	0.9773333	0.98	[1.0, 1.0, 0.9885714, 1.0, 1.0, 1.0, 0.99717516, 0.99130434, 0.96460176, 0.87362635]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9378882, 0.8382353]	[1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 0.998, 0.992, 0.956, 0.864]	1.2078648	0.037918806
2200	0.98742855	0.978	0.9846	0.97657144	0.97466666	0.976	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.94100296, 0.8379121]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.9254658, 0.8161765]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.996, 0.996, 0.936, 0.832]	1.196249	0.033114254
2210	0.98285717	0.976	0.9808	0.9785714	0.978	0.9784	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.97640115, 0.8296703]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95652175, 0.8088235]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.996, 0.97, 0.824]	1.1687679	0.02839619
2220	0.98742855	0.97933334	0.985	0.97514284	0.972	0.9742	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.94100296, 0.82417583]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9068323, 0.8014706]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.998, 0.93, 0.818]	1.1751661	0.032579362
2230	0.986	0.9773333	0.9834	0.98057145	0.978	0.9798	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.97935104, 0.84615386]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.95652175, 0.8161765]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.996, 0.972, 0.838]	1.1456528	0.027909696
2240	0.988	0.976	0.9844	0.9785714	0.974	0.9772	[1.0, 1.0, 0.99142855, 1.0, 1.0, 1.0, 0.99717516, 0.9246377, 0.96755165, 0.9065934]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 0.9931507, 0.9354839, 0.9503106, 0.8602941]	[1.0, 1.0, 0.992, 1.0, 1.0, 1.0, 0.996, 0.928, 0.962, 0.894]	1.174797	0.03554684
2250	0.9902857	0.982	0.9878	0.97514284	0.97	0.9736	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.92330384, 0.8406593]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.8757764, 0.8235294]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.996, 0.996, 0.908, 0.836]	1.1797714	0.034043193
2260	0.9917143	0.9826667	0.989	0.9785714	0.9726667	0.9768	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9292035, 0.87362635]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8757764, 0.8455882]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.996, 0.912, 0.866]	1.1640377	0.035537124
2270	0.992	0.9773333	0.9876	0.9802857	0.97933334	0.98	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9710145, 0.96460176, 0.8791209]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9503106, 0.8382353]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.978, 0.96, 0.868]	1.0299244	0.03061229
2280	0.992	0.978	0.9878	0.98085713	0.98066664	0.9808	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.95942026, 0.97640115, 0.88461536]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.9689441, 0.8382353]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.968, 0.974, 0.872]	1.0943623	0.026576757
2290	0.9934286	0.98333335	0.9904	0.982	0.9766667	0.9804	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.99130434, 0.9587021, 0.8818681]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.93167704, 0.8382353]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.996, 0.992, 0.95, 0.87]	1.14538	0.031837344
2300	0.99114287	0.9813333	0.9882	0.9797143	0.9773333	0.979	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9616519, 0.85164833]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9378882, 0.8235294]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.954, 0.844]	1.1010361	0.028636754
2310	0.9942857	0.98733336	0.9922	0.9797143	0.97	0.9768	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9884058, 0.91150445, 0.90384614]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.8447205, 0.86764705]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.99, 0.89, 0.894]	1.0947075	0.038965166
2320	0.99314284	0.98066664	0.9894	0.9811429	0.9773333	0.98	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.98550725, 0.9557522, 0.87637365]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 0.9935484, 0.93167704, 0.8455882]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.996, 0.988, 0.948, 0.868]	1.0706635	0.025194645
2330	0.98714286	0.9773333	0.9842	0.97742856	0.976	0.977	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9557522, 0.83516484]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9378882, 0.8088235]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.95, 0.828]	1.0642948	0.027363956
2340	0.9922857	0.982	0.9892	0.98228574	0.9773333	0.9808	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.96755165, 0.8708791]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.93167704, 0.8308824]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.956, 0.86]	1.0355606	0.028906405
2350	0.99142855	0.9866667	0.99	0.9742857	0.96533334	0.9716	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.8879056, 0.8681319]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.8136646, 0.85294116]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.996, 0.996, 0.864, 0.864]	1.0931587	0.042641222
2360	0.992	0.98333335	0.9894	0.97828573	0.974	0.977	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.92330384, 0.87362635]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.88819873, 0.85294116]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.996, 0.996, 0.912, 0.868]	1.0523434	0.033287466
2370	0.9937143	0.97866666	0.9892	0.9817143	0.97866666	0.9808	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9710145, 0.96460176, 0.8901099]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.98630136, 0.9870968, 0.94409937, 0.8602941]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.994, 0.976, 0.958, 0.882]	1.0595207	0.028340459
2380	0.9834286	0.97866666	0.982	0.97514284	0.97066665	0.9738	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9971014, 0.94100296, 0.82417583]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9006211, 0.7941176]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.998, 0.928, 0.816]	1.0054836	0.029727578
2390	0.992	0.982	0.989	0.98	0.9773333	0.9792	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9439528, 0.8708791]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91925466, 0.8455882]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.936, 0.864]	1.0157757	0.030034065
2400	0.992	0.982	0.989	0.97885716	0.978	0.9786	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.95280236, 0.85164833]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.93167704, 0.8382353]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.946, 0.848]	1.1132164	0.030561686
2410	0.9868571	0.9773333	0.984	0.9777143	0.9773333	0.9776	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9616519, 0.83516484]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.9503106, 0.8161765]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.996, 0.996, 0.958, 0.83]	1.0462475	0.027715445
2420	0.99542856	0.9866667	0.9928	0.9742857	0.9673333	0.9722	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9130435, 0.9056047, 0.9285714]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9548387, 0.8136646, 0.9117647]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.926, 0.876, 0.924]	1.0629902	0.03613764
2430	0.99628574	0.9853333	0.993	0.97885716	0.97066665	0.9764	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.99717516, 0.9710145, 0.9144543, 0.9065934]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.8509317, 0.86764705]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.998, 0.976, 0.894, 0.896]	1.0227242	0.03242314
2440	0.9951429	0.98333335	0.9916	0.98085713	0.97866666	0.9802	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.9498525, 0.88461536]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91925466, 0.8602941]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.988, 0.94, 0.878]	1.0451298	0.026058853
2450	0.99542856	0.9826667	0.9916	0.9817143	0.978	0.9806	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.973913, 0.96460176, 0.88736266]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.93167704, 0.85294116]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.978, 0.954, 0.878]	0.9889107	0.024835348
2460	0.9937143	0.982	0.9902	0.98	0.9773333	0.9792	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.9557522, 0.87362635]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.9254658, 0.8602941]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.984, 0.946, 0.87]	1.0604725	0.03458786
2470	0.9951429	0.98333335	0.9916	0.982	0.978	0.9808	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.99130434, 0.95280236, 0.88461536]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 1.0, 0.9254658, 0.85294116]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.996, 0.994, 0.944, 0.876]	1.008049	0.028398514
2480	0.9877143	0.976	0.9842	0.98142856	0.9813333	0.9814	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.97935104, 0.86263734]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9751553, 0.8308824]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.986, 0.978, 0.854]	0.998539	0.021456063
2490	0.994	0.98466665	0.9912	0.9785714	0.9726667	0.9768	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.99130434, 0.9292035, 0.87362635]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8819876, 0.8382353]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.994, 0.914, 0.864]	0.98472023	0.030782402
2500	0.9894286	0.97866666	0.9862	0.9817143	0.982	0.9818	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9710145, 0.99115044, 0.86538464]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 0.9870968, 0.9875776, 0.8382353]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.996, 0.976, 0.99, 0.858]	0.9404545	0.018283427
2510	0.9908571	0.97866666	0.9872	0.982	0.97933334	0.9812	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.97971016, 0.9823009, 0.8681319]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9689441, 0.8235294]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.984, 0.978, 0.856]	0.9626694	0.020825326
2520	0.98914284	0.97933334	0.9862	0.978	0.97533333	0.9772	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9557522, 0.8406593]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9254658, 0.8161765]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.946, 0.834]	0.9912014	0.024196744
2530	0.9917143	0.978	0.9876	0.9794286	0.9773333	0.9788	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9362319, 0.9852507, 0.8818681]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9612903, 0.9751553, 0.8308824]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.944, 0.982, 0.868]	0.96071815	0.01969558
2540	0.9942857	0.982	0.9906	0.97314286	0.97066665	0.9724	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.8869565, 0.94100296, 0.9093407]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.91612905, 0.9068323, 0.8897059]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.896, 0.93, 0.904]	0.9863796	0.031975627
2550	0.9937143	0.984	0.9908	0.98	0.978	0.9794	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.94100296, 0.87362635]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.91925466, 0.85294116]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.934, 0.868]	1.0084019	0.028989792
2560	0.9934286	0.986	0.9912	0.978	0.974	0.9768	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.90855455, 0.88461536]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.863354, 0.875]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.894, 0.882]	1.0341167	0.033802867
2570	0.996	0.98	0.9912	0.982	0.982	0.982	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.95942026, 0.97935104, 0.8901099]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9870968, 0.9627329, 0.8602941]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.968, 0.974, 0.882]	0.91472054	0.020784259
2580	0.9977143	0.986	0.9942	0.98085713	0.978	0.98	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9652174, 0.95280236, 0.89835167]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9806452, 0.9130435, 0.88235295]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.97, 0.94, 0.894]	1.0061531	0.02466023
2590	0.9957143	0.98466665	0.9924	0.982	0.982	0.982	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9826087, 0.9616519, 0.88461536]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9503106, 0.8602941]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.988, 0.958, 0.878]	0.9990597	0.02331692
2600	0.99457145	0.9853333	0.9918	0.98228574	0.98	0.9816	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.99130434, 0.9587021, 0.8818681]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9378882, 0.86764705]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.992, 0.952, 0.878]	0.95788	0.026240766
2610	0.9974286	0.98466665	0.9936	0.9811429	0.97866666	0.9804	[1.0, 1.0, 0.9942857, 1.0, 1.0, 1.0, 0.99717516, 0.97971016, 0.9498525, 0.89285713]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 0.9935484, 0.9130435, 0.88235295]	[1.0, 1.0, 0.994, 1.0, 1.0, 1.0, 0.998, 0.984, 0.938, 0.89]	0.97055817	0.02796483
2620	0.9951429	0.98	0.9906	0.98228574	0.97933334	0.9814	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9652174, 0.96755165, 0.89835167]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9931507, 0.9870968, 0.9378882, 0.86764705]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.996, 0.972, 0.958, 0.89]	0.97772217	0.01838386
2630	0.9934286	0.9826667	0.9902	0.98057145	0.97866666	0.98	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.95280236, 0.8681319]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.93167704, 0.8455882]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.946, 0.862]	0.93989563	0.02170682
2640	0.99114287	0.98066664	0.988	0.9825714	0.98066664	0.982	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.9823009, 0.8598901]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9751553, 0.8235294]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.996, 0.98, 0.85]	0.9212704	0.018850803
2650	0.994	0.98733336	0.992	0.9771429	0.97466666	0.9764	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.920354, 0.86538464]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88819873, 0.8602941]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.996, 0.91, 0.864]	0.9747982	0.03342402
2660	0.99485713	0.98866665	0.993	0.97571427	0.966	0.9728	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.88495576, 0.88461536]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7826087, 0.88235295]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.852, 0.884]	0.9555664	0.034006536
2670	0.9934286	0.9813333	0.9898	0.9825714	0.98	0.9818	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.96755165, 0.87362635]	[1.0, 1.0, 0.99333334, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9503106, 0.8455882]	[1.0, 1.0, 0.996, 1.0, 1.0, 1.0, 0.998, 0.996, 0.962, 0.866]	0.9288635	0.020236433
2680	0.9908571	0.982	0.9882	0.97828573	0.9773333	0.978	[1.0, 1.0, 0.99714285, 1.0, 1.0, 1.0, 0.99717516, 0.9942029, 0.94690263, 0.85164833]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.93167704, 0.8308824]	[1.0, 1.0, 0.998, 1.0, 1.0, 1.0, 0.998, 0.996, 0.942, 0.846]	0.8319912	0.020617366
